Code,New code,Area name,Inner/ Outer London,GLA Population Estimate 2015,GLA Household Estimate 2015,Inland Area (Hectares),Population density (per hectare) 2015,"Average Age, 2015","Proportion of population aged 0-15, 2015","Proportion of population of working-age, 2015","Proportion of population aged 65 and over, 2015",Net internal migration (2014),Net international migration (2014),Net natural change (2014),% of resident population born abroad (2014),Largest migrant population by country of birth (2011),% of largest migrant population (2011),Second largest migrant population by country of birth (2011),% of second largest migrant population (2011),Third largest migrant population by country of birth (2011),% of third largest migrant population (2011),% of population from BAME groups (2013),% people aged 3+ whose main language is not English (2011 Census),"Overseas nationals entering the UK (NINo), (2014/15)","New migrant (NINo) rates, (2014/15)",Largest migrant population arrived during 2014/15,Second largest migrant population arrived during 2014/15,Third largest migrant population arrived during 2014/15,Employment rate (%) (2014),Male employment rate (2014),Female employment rate (2014),Unemployment rate (2014),Youth Unemployment (claimant) rate 18-24 (Dec-14),Proportion of 16-18 year olds who are NEET (%) (2014),Proportion of the working-age population who claim out-of-work benefits (%) (May-2014),% working-age with a disability (2014),Proportion of working age people with no qualifications (%) 2014,Proportion of working age with degree or equivalent and above (%) 2014,"Gross Annual Pay, (2014)",Gross Annual Pay - Male (2014),Gross Annual Pay - Female (2014),Modelled Household median income estimates 2012/13,% adults that volunteered in past 12 months (2010/11 to 2012/13),Number of jobs by workplace (2013),% of employment that is in public sector (2013),"Jobs Density, 2013","Number of active businesses, 2013",Two-year business survival rates (started in 2011),Crime rates per thousand population 2014/15,Fires per thousand population (2014),Ambulance incidents per hundred population (2014),"Median House Price, 2014","Average Band D Council Tax charge (£), 2015/16",New Homes (net) 2013/14,"Homes Owned outright, (2014) %","Being bought with mortgage or loan, (2014) %","Rented from Local Authority or Housing Association, (2014) %","Rented from Private landlord, (2014) %","% of area that is Greenspace, 2005",Total carbon emissions (2013),"Household Waste Recycling Rate, 2013/14","Number of cars, (2011 Census)","Number of cars per household, (2011 Census)","% of adults who cycle at least once per month, 2013/14","Average Public Transport Accessibility score, 2014","Achievement of 5 or more A*- C grades at GCSE or equivalent including English and Maths, 2013/14",Rates of Children Looked After (2014),% of pupils whose first language is not English (2014),% children living in out-of-work households (2014),"Male life expectancy, (2011-13)","Female life expectancy, (2011-13)",Teenage conception rate (2013),Life satisfaction score 2011-14 (out of 10),Worthwhileness score 2011-14 (out of 10),Happiness score 2011-14 (out of 10),Anxiety score 2011-14 (out of 10),Childhood Obesity Prevalance (%) 2013/14,People aged 17+ with diabetes (%),Mortality rate from causes considered preventable,Political control in council,Proportion of seats won by Conservatives in 2014 election,Proportion of seats won by Labour in 2014 election,Proportion of seats won by Lib Dems in 2014 election,Turnout at 2014 local elections
E09000022,E09000022,Lambeth,Inner London,322000,137930,2681.0035,120.10428184819602,34.20077880693616,17.63975155279503,74.62732919254658,7.732919254658385,-1908.0,2645.0,3230.0,33.64443060391876,Jamaica,3.2149290960321495,Portugal,2.3069359851659264,Poland,2.2877995024514495,43.51537630605397,20.254412575841148,12764,53.83836679601822,Spain,Italy,Portugal,80.1786687916789,85.27556595090729,75.14854042882976,6.258631757085335,5.2142740752810814,2.1999999999999997,12.6,16.37869882448318,7.251604244432327,62.30927316193432,32751,.,31641,48610.0,31.664783847478986,169000,23.060796645702307,0.7228524012386868,17925,75.8,104.62318849803655,2.4740647595095884,13.33480037723986,420000,1238.7,1250,10.886751746078179,24.91315317950781,29.792664643288113,34.4074304311259,17.3,1257.3338182164598,21.136092797357612,66791,0.5137097456486459,20.235657678313313,5.047105283323006,57.1,87,47.081043956043956,21.481534040515132,78.4,83.5,24.7,7.14,7.46,7.2,3.53,25.0525,4.99338849658736,205.329393057303,Lab,4.761904761904762,93.65079365079364,0,34.500367311103545
E09000023,E09000023,Lewisham,Inner London,294100,123760,3514.9294,83.67166634982767,34.82857630688663,20.714285714285715,69.93197278911565,9.35374149659864,-787.0,3234.0,3292.0,30.9029361881445,Jamaica,3.5148703264041172,Nigeria,3.4630371350381504,Poland,1.57565652355148,48.408030825390384,16.480461838813984,8482,41.57618951919259,Romania,Italy,Spain,74.83854469604285,80.87314276403556,68.98527247404657,5.263781048643394,7.496624742414554,3.5000000000000004,14.2,18.75797016375524,7.4710911520339165,54.22757366607392,32005,34377,29859,43360.0,27.86854930220819,82700,24.846625766871163,0.4142912963760783,8885,73.0,76.97952337689566,2.172865013774105,11.993457300275482,315000,1355.35,710,16.494648318042813,31.71788990825688,28.138379204892967,23.64908256880734,22.5,930.3076500424368,17.66200458390688,76507,0.659026108828419,13.114543009324173,4.08988660804234,56.3,77,30.6767143933685,20.777247427618214,78.7,83,33.1,7.18,7.63,7.26,3.43,24.2889,6.05701471067024,201.722449109489,Lab,0,98.14814814814815,0,37.203790263924844
E09000024,E09000024,Merton,Outer London,208500,82100,3762.4738,55.4156682765472,36.384179582910406,20.431654676258994,67.72182254196643,11.894484412470025,-2365.0,540.0,2115.0,41.09661165402065,Poland,3.4528000480737933,Sri Lanka,3.168363437877141,South Africa,2.834350728368045,36.4921827846031,21.06719160104987,6730,48.94403071910635,Poland,Romania,Bulgaria,74.52892097121965,83.3940967158607,65.8568595843022,6.972342363856679,4.703408587870739,4.3,8.5,12.772472643891678,5.15464663569392,54.22039859320047,32982,36003,30462,57160.0,21.991513257224028,99000,13.423645320197044,0.7165190203230849,10560,77.10000000000001,59.74717428637506,1.8477206595538311,10.361299709020368,385000,1401.45,440,21.744142717406493,32.73557222041082,16.228049746145608,29.292235316037075,34.6,844.5587505897779,38.873275151237024,72777,0.9240702413753699,19.39872825883673,3.405588249693073,67.8,33,41.05191873589165,11.795417190370298,80.3,84.1,22.1,7.28,7.54,7.13,3.56,20.2809,5.57344073981971,160.928753976653,Lab,33.33333333333333,60,1.6666666666666667,41.29226882739067
E09000025,E09000025,Newham,Inner London,332600,110240,3619.8389999999995,91.88253952731048,31.72669197707727,22.152088969041177,71.05500450856627,6.822963630898708,-8534.0,9518.0,5092.0,51.77438012988046,India,8.704023585640812,Bangladesh,6.800677957296483,Pakistan,5.345082861447348,72.35592607137445,41.38633907440594,26478,116.49332136634813,Romania,Bulgaria,India,60.4979870470856,68.35258696861602,51.46577352952245,10.126108692146428,6.965728615213152,4.3,13.1,14.979975422372712,10.949523473349807,36.818302153194495,25815,27442,24039,34260.0,8.41745963874744,100300,24.528301886792455,0.44931840682354734,8540,70.9,90.81881801355637,2.518382352941176,12.238664215686274,250000,1240.63,1970,9.379501910751102,16.72662025654961,31.419994306565563,42.473883526133726,23.9,1441.6461890551443,17.650115594026563,61092,0.6017789773342921,7.083236562288577,3.90577618172765,55.7,50,71.87418936446174,17.640662128962102,78.5,82.6,21.3,7.12,7.43,7.18,3.37,25.1324,7.64623488700457,199.826018824554,Lab,0,100,0,40.508992021344824
E09000026,E09000026,Redbridge,Outer London,297400,105290,5641.899700000001,52.71274141934851,35.653383623085865,22.991596638655462,64.9747899159664,12.033613445378151,-1622.0,3403.0,3003.0,40.10461595565163,India,7.557084991217694,Pakistan,5.343226870272789,Sri Lanka,2.5981288310571027,60.71747703114381,24.578520724297658,10237,53.67188687851604,Romania,India,Italy,69.40298113426721,78.56945712405256,60.331550914496425,6.838400559884793,5.406920858699134,3.3000000000000003,10.3,17.49875213729676,8.8826370826477,44.99071075959446,33121,36793,29352,45380.0,25.178619582816168,84500,23.82271468144044,0.4500857559842763,12085,74.9,69.6876561025698,1.911915329463981,11.296346876066917,301500,1390.53,260,29.514373679876847,34.88973615436938,11.313679160849174,24.06651630687717,40.6,963.5345458615992,29.32212111440238,106339,1.0729932899450079,9.53281475056142,2.982147488653801,68.7,29,60.35560463832137,11.743708192098868,80.7,84.2,16.9,7.32,7.57,7.3,3.2,22.6764,7.91015835286387,141.153651314301,Lab,39.682539682539684,55.55555555555556,4.761904761904762,39.70207162175557
E09000027,E09000027,Richmond upon Thames,Outer London,196200,82890,5740.678499999999,34.177144739946684,38.45800595961963,20.59123343527013,64.93374108053007,14.475025484199797,208.0,426.0,1610.0,24.24659339500804,Ireland,1.762126316915343,South Africa,1.428418632012407,United States,1.4016792341836461,14.653636102328255,10.44128285507596,2536,20.235710922975034,Poland,Italy,Spain,78.10587836419704,85.96918619963128,70.53828850236036,4.905382714185989,2.865119012635909,4.3,6.4,12.393717141559032,1.0897818821743974,66.82542501493404,39868,43895,.,76610.0,48.68353940294961,97400,11.34020618556701,0.7807615230460921,13065,78.30000000000001,56.34781699892875,1.5420319752449718,9.680247550283651,535000,1582.39,360,30.93675817152596,38.4442144987522,8.679773571124231,21.9392537585976,50.8,880.9465199411621,43.28610232501284,84918,1.0636688169349282,31.741410030077155,3.057463697427554,70.5,20,20.12683916793506,6.130517465719147,81.9,85.9,11.7,7.54,7.75,7.33,3.2,11.0585,3.69002365537874,137.928509903154,Cons,72.22222222222221,0,27.77777777777778,46.130352100501355
E09000028,E09000028,Southwark,Inner London,306700,127450,2886.2032999999997,106.26417064937873,34.0721885105033,18.324095207042713,73.85066840560809,7.825236387349201,-3538.0,4210.0,3384.0,35.93722329701319,Nigeria,4.7134239618708005,Jamaica,1.9519014301918602,Ireland,1.6979842723989966,46.90459117684508,19.594827805450496,12955,58.25325665157313,Spain,Italy,Romania,72.0111286300968,77.35776489656877,66.65320767529572,8.938096375402322,6.180932758943623,2,13.1,13.968955820321172,8.079627448093065,58.78828596672066,32983,35711,30850,48000.0,26.413046302975904,262200,19.81317600786627,1.1939890710382515,14580,71.4,100.63525249276294,2.97457906899967,13.634532849125126,420000,1207.14,1650,10.124238145580712,26.288678080588056,37.23241969930253,26.354664074528696,24.9,1454.4848984840905,34.30065479251569,60438,0.5018850376177111,15.601823074322068,4.874749532860033,61.2,91,42.30050543727983,22.12885652738958,78.6,83.8,30.6,7.47,7.67,7.31,3.42,26.676899999999996,5.45255534601489,212.097770739132,Lab,3.1746031746031744,76.19047619047619,20.634920634920633,36.17158228456144
E09000029,E09000029,Sutton,Outer London,201200,82670,4384.6981,45.886853646776736,38.634077118952796,20.47713717693837,64.46322067594433,15.059642147117296,594.0,465.0,1164.0,26.42715957321838,Sri Lanka,1.7807369074290282,India,1.6808136905325382,Ireland,1.2301073911625804,23.07034467311794,10.021383923675842,1945,15.210760929068584,Romania,Bulgaria,Poland,78.14614290541337,86.93411495659737,69.77258079366541,4.900228982662741,3.3928385008873576,3.2,9.4,14.14327448240823,6.006446172880367,42.887538712499115,31332,34669,27895,49170.0,23.508478555612115,77500,20.142857142857142,0.6112855137164581,7805,79.10000000000001,55.8561409598089,2.043281328636135,11.270256668344238,285000,1458.6,300,25.70499180668672,41.77122312715533,11.605155672952282,20.532198498300193,32,774.4257361971482,37.055298319812294,91266,1.1674725612096093,12.458500251142391,2.8540856561323684,67.4,45,21.091266590201542,11.494537617360717,80.8,84.1,17.8,7.46,7.7,7.26,3.22,17.6836,5.85601956094141,159.67091071779,Lib Dem,16.666666666666664,0,83.33333333333334,42.64652559708283
E09000030,E09000030,Tower Hamlets,Inner London,287100,112280,1978.1275999999998,145.1372499933776,31.180172884987,19.881615598885794,74.26880222841226,5.814763231197772,-875.0,8467.0,3518.0,37.82902483650658,Bangladesh,15.300122788237516,India,1.5305238964800705,China,1.38609029658082,55.47121934667714,34.195933456561924,18882,90.03561942999376,Italy,Spain,France,68.6557625277151,77.25998697658618,59.29950947191265,10.328086672117744,7.27536231884058,3.4000000000000004,13.6,16.5161271164211,12.080361071151383,44.224295184564504,35276,37787,31500,45720.0,20.63985460430454,269600,15.79153605015674,1.3398270549647153,15030,74.9,99.87540767342152,3.4830659536541893,11.837076648841355,383000,1180.52,660,7.040318639879772,19.795133734706486,41.63985211274098,31.524695512672757,15.2,1948.2575684367819,27.98795335093502,43589,0.4304788804724612,19.294616663111846,5.022219881375031,59.2,55,73.18898766848294,25.189225094831052,77.5,82.6,18.7,7.22,7.39,7.2,3.26,25.1372,6.64996466966091,241.659381259402,Tower Hamlets First,11.11111111111111,48.888888888888886,0,47.19766770263208
E09000031,E09000031,Waltham Forest,Outer London,273900,102230,3880.7963,70.57829858269037,34.74283389796164,21.889821233126597,68.00437796424661,10.142283838015324,-6052.0,5075.0,3194.0,36.004037153732135,Pakistan,4.92083222006668,Poland,3.1740684378255093,Romania,1.6615746817993486,49.476948367331694,26.43509086464021,17257,94.70056577784851,Romania,Bulgaria,Poland,67.8401448811246,72.7754145325115,62.72790629707066,9.02978323019578,7.957366038837787,3,12.9,16.19463575788118,10.51768499398169,43.91322592400367,27893,29819,25552,39460.0,19.241817612137865,81100,24.355300859598856,0.4480712494060708,8970,68.60000000000001,78.01066227233565,2.1642619311875695,11.655937846836848,320000,1447.21,390,20.606779982907604,29.243186781882063,19.885101129997153,30.01234450669452,31.4,850.5345130060064,32.57001562345798,76217,0.7868698444162253,12.81786871961102,3.5881420785336156,58.3,41,50.72502210433245,18.084485776054358,79.7,83.7,21.8,7.19,7.5,7.12,3.14,23.3854,6.41358532778117,179.832379761155,Lab,26.666666666666668,73.33333333333333,0,37.61456924138456
E09000032,E09000032,Wandsworth,Inner London,318000,134390,3426.417,92.80831842709162,34.821034923272954,17.138364779874212,73.67924528301887,9.213836477987421,-2143.0,-241.0,3727.0,32.840257786768326,Poland,2.2195801234547794,South Africa,2.1068747047997527,Ireland,1.883092558510725,29.435759295781423,17.420301727080346,10453,45.77842593687456,Italy,Spain,Poland,79.35486154431511,84.02662993572085,75.0113123137737,4.157519353788301,3.0928448224588116,2.9000000000000004,8.5,9.577916939841295,4.506953420301056,69.73585442011895,39014,42042,35865,66220.0,34.567995353813664,133500,21.263345195729535,0.5840457086858752,16550,77.7,72.55986809053317,1.8303145853193519,10.069272322847155,532500,683.42,1200,17.74859064678386,30.472401863827958,19.33239993777363,31.170226163225696,26.9,1162.5522301733906,20.440027159014022,89513,0.6859601664457098,18.201232264084165,4.259022636601998,63,36,44.24561403508772,14.291168930344188,79.2,83.3,21.4,7.37,7.63,7.37,3.59,20.2825,4.19856854864851,180.322819436463,Cons,68.33333333333333,31.666666666666664,0,36.85654341983258
E09000033,E09000033,Westminster,Inner London,235000,112360,2148.6980000000003,109.36855714483839,37.40618755611429,15.4468085106383,72.59574468085106,11.957446808510639,-4000.0,8886.0,1567.0,51.292636471657225,United States,3.5602289923243817,France,2.5866469762438693,Iraq,2.0729639555871575,40.042895537010644,30.828842723793215,13380,79.25789024736991,Italy,France,Spain,66.2624911906612,74.79306611406685,57.116824762855714,5.876261134798826,3.4203680508719527,2.1999999999999997,11.0,18.479304102732318,5.262266319801561,66.29015669429488,40389,44149,.,80760.0,23.943290769501008,717400,13.57668446111672,4.353366668284869,50915,68.9,212.4130999246168,4.008658008658008,19.906060606060606,875000,674.16,530,17.127940072290418,11.601389931725716,27.83792278545112,43.302659379419936,38.2,3048.3800403941455,21.074779357438512,48810,0.46146428166244374,18.43614463200841,6.468799520276011,65.7,46,67.3009916912356,18.230998106572898,81.7,85.9,9.6,7.25,7.45,7.13,3.43,25.641,4.35360541229949,172.293996984916,Cons,73.33333333333333,26.666666666666668,0,32.34779351920542
#1,E13000001,Inner London,.,3439700,1441840,31929.246000000003,107.72882015441266,34.40736611258221,18.449283367735557,72.65749920051168,8.893217431752769,-34970.0,58366.0,36493.0,39.886495525442285,Bangladesh,2.51526887735732,India,1.832822230631446,Ireland,1.7434630578102486,43.83808552020159,25.166003064273706,169187,68.9268142242958,Italy,Romania,Spain,70.76655183285752,76.99041099048014,64.49400354270117,7.251628739885678,5.702556043342843,3.3,12.6,15.835038682932092,8.127560321315398,55.93646046909526,34365,36563,32056,56890.0,.,3263300,14.979798671505856,1.3508523703354758,245615,72.4,106.36683997723839,2.6068111455108363,13.142267433289105,465000,1095.53,12930,14.56045720807985,22.17367226343559,32.148457389296965,30.93132750328118,21.7,19229.81856534306,.,725356,0.5318639096641736,17.50433215427706,4.902143594236261,.,64,53.11186361513312,19.94133977445614,.,.,22.6,7.25,7.51,7.21,3.44,-,5.331886319563763,191.5398473270531,.,23.430962343096233,69.7350069735007,3.765690376569038,37.68685189130774
#2,E13000002,Outer London,,5223500,1998570,125423.59500000002,41.646868757030916,36.74153841082744,21.30114017437961,65.578231292517,13.120628533103382,-33664.0,49038.0,45865.0,34.469747165702216,India,4.1078582933363545,Poland,2.0728686938996854,Pakistan,1.6363283178606407,40.50300831693853,20.10341378204877,165223,49.04359017970549,Romania,Poland,Italy,71.5419534583222,79.7105923930445,63.5304791199243,6.865874230474633,4.912032355915065,3.4,11.0,16.175705112011514,7.570300661839497,44.23292975518329,31906,34712,28757,48530.0,.,2098800,17.568315079101673,0.6282961373917328,220520,74.9,69.39131451338166,2.0916288275701476,11.794426980246051,318000,1424.78,10650,27.312649266544696,31.989894012265317,16.654072175649013,23.914513315885355,42.5,21929.83800946415,.,1939058,1.0192693439865435,12.698117981615114,3.0397059947697165,.,48,39.80052050986307,14.675159654592507,.,.,21.5,7.32,7.61,7.27,3.19,-,6.465487870440819,162.55285810670063,.,39.15343915343915,49.382716049382715,7.848324514991181,39.611585212335136
#3,E12000007,London,,8663300,3440410,157214.71459999995,55.10489283424875,35.81422348078124,20.16700930909427,68.39181354092074,11.441177149984986,-68634.0,107404.0,82358.0,36.61362774337372,India,3.2083299842756388,Poland,1.9366423124414527,Ireland,1.5878754201920469,41.82276813271834,22.106719870646927,334419,57.42587348823472,Romania,Italy,Spain,71.21705884573205,78.56178309580231,63.9310179753068,7.026189666381365,5.2410752718689535,3.4000000000000004,11.6,16.033486502702182,7.803537766318776,49.13136008201583,32781,35275,30179,51770.0,25.67882445584739,5362600,15.966422092064365,0.9316220414276996,466135,73.60000000000001,84.04456228127133,2.2962234783321045,12.329389460379875,365000,1298.8,23580,21.98618497180027,27.88975543101425,23.125923386102556,26.84536709072407,38.3,41159.65657480721,33.8945875993292,2664414,0.7865997688393699,14.204263657064727,3.7758680364082986,61.8,54,44.27573074733515,16.613393816346925,80,84.1,21.8,7.3,7.57,7.24,3.29,22.3901,5.99663631384921,171.811077641147,.,33.06320907617504,57.26634251755808,6.266882766072393,38.867146709954234
#4,E92000001,England,,54613400,22940030,13303728.306000005,4.105119914044641,39.806124289934104,18.924659515796492,63.2451010191638,17.830239465039714,-8902.0,249458.0,212855.0,14.238033427104282,India,1.287006963042799,Poland,1.0584267214482574,Pakistan,0.8991924463941079,14.583957400502257,7.977220544955742,749198,21.73140847226688,Romania,Poland,Italy,72.52317972096155,77.67548069158951,67.4313809754524,6.208527867262463,5.078788911895797,4.7,12.5,18.838147129709895,8.619314993475308,35.689698923855886,27500,29836,24024,30763.333333333332,24.48879334266051,27643600,18.097212492465093,0.8047299382266807,2140985,75.5,65.72719815866976,.,.,198000,1483.58,136610,32.14305746639282,31.785804222150837,17.51579852416244,18.465716307851014,87.46853848221666,361360.0812931722,43.454477778945474,25696833,1.1172772329063845,14.9708203749365,.,56.8,60,16.649823427332862,16.217993088987917,79.41,83.12,24.3,7.45,7.7,7.33,3.03,19.0929,6.20832706905362,183.85361754796,.,.,.,.,.
#5,K02000001,United Kingdom,,64937600,.,.,.,39.93188064075383,18.764937416843246,63.30123071995269,17.933831863204063,,,,13.048843269521651,.,.,.,.,.,.,14.0,.,820603,19.996890575299616,Romania,Poland,Italy,72.24854869765912,77.20049126213333,67.36946679889981,6.24031544025389,5.1502425748036496,.,12.9,19.116259212961168,8.995338880630586,35.83584199775988,27195,29441,23889,39430.0,.,.,19.241223180986196,.,2448745,75.60000000000001,.,.,.,195000,.,.,32.28522251735557,31.818838209225902,17.912029588287524,17.904319467355094,.,445928.77575714706,.,30333100,1.137178525905376,.,.,.,.,,16.444883501070844,.,.,.,7.46,7.7,7.33,3.03,,,,.,.,.,.,.
,,National comparator,,54613400,22940030,13303728.306000005,4.105119914044641,39.93188064075383,18.924659515796492,63.2451010191638,17.830239465039714,-8902.0,249458.0,212855.0,13.048843269521651,India,1.287006963042799,Poland,1.0584267214482574,Pakistan,0.8991924463941079,14.583957400502257,7.977220544955742,820603,19.996890575299616,Romania,Poland,Italy,72.52317972096155,77.67548069158951,67.4313809754524,6.208527867262463,5.1502425748036496,3.4000000000000004,12.9,18.838147129709895,8.995338880630586,35.83584199775988,27500,29836,24024,39430.0,24.48879334266051,27643600,18.097212492465093,0.8047299382266807,2140985,75.60000000000001,65.72719815866976,.,.,195000,1483.58,136610,32.28522251735557,31.818838209225902,17.912029588287524,17.904319467355094,87.46853848221666,445928.77575714706,43.454477778945474,30333100,1.137178525905376,14.736582397377921,.,56.8,60,16.649823427332862,16.444883501070844,79.41,83.12,24.3,7.46,7.7,7.33,3.03,19.0929,6.20832706905362,183.85361754796,.,.,.,.,.
